tempo, vel, ref
6.511945, 1.000155, 0.997593
6.519945, 1.001401, 0.996231
6.527945, 0.998981, 0.994566
6.535944, 0.994906, 0.992597
6.543944, 0.997662, 0.990327
6.551944, 0.992150, 0.987754
6.559944, 0.996248, 0.984881
6.567944, 0.993300, 0.981708
6.575944, 0.984671, 0.978235
6.583944, 0.982322, 0.974465
6.591944, 0.976402, 0.970398
6.599944, 0.969931, 0.966036
6.607944, 0.975348, 0.961379
6.615943, 0.965425, 0.956429
6.623943, 0.965736, 0.951188
6.631943, 0.958761, 0.945657
6.639943, 0.951355, 0.939839
6.647943, 0.946777, 0.933734
6.655943, 0.939755, 0.927344
6.663943, 0.926620, 0.920672
6.671943, 0.927794, 0.913720
6.679943, 0.919309, 0.906489
6.687943, 0.916553, 0.898983
6.695942, 0.925278, 0.891202
6.703942, 0.891890, 0.883150
6.711942, 0.891075, 0.874829
6.719942, 0.894910, 0.866242
6.727942, 0.861258, 0.857390
6.735942, 0.863894, 0.848278
6.743942, 0.870582, 0.838907
6.751942, 0.833383, 0.829280
6.759942, 0.852150, 0.819401
6.767941, 0.835636, 0.809273
6.775941, 0.808000, 0.798898
6.783941, 0.810469, 0.788279
6.791941, 0.806993, 0.777421
6.799941, 0.789736, 0.766326
6.807941, 0.775499, 0.754997
6.815941, 0.770417, 0.743438
6.823941, 0.755245, 0.731653
6.831941, 0.740073, 0.719645
6.839941, 0.721929, 0.707418
6.847940, 0.729743, 0.694975
6.855940, 0.706086, 0.682321
6.863940, 0.692520, 0.669459
6.871940, 0.680775, 0.656393
6.879940, 0.667952, 0.643127
6.887940, 0.654123, 0.629665
6.895940, 0.640628, 0.616011
6.903940, 0.631185, 0.602170
6.911940, 0.612106, 0.588145
6.919940, 0.598060, 0.573941
6.927939, 0.583535, 0.559562
6.935939, 0.571767, 0.545013
6.943939, 0.560646, 0.530298
6.951939, 0.541567, 0.515421
6.959939, 0.523494, 0.500388
6.967939, 0.510048, 0.485202
6.975939, 0.499957, 0.469868
6.983939, 0.481358, 0.454391
6.991939, 0.463262, 0.438775
6.999938, 0.452764, 0.423026
7.007938, 0.431240, 0.407149
7.015938, 0.419639, 0.391147
7.023938, 0.407823, 0.375026
7.031938, 0.390134, 0.358790
7.039938, 0.372589, 0.342446
7.047938, 0.354517, 0.325997
7.055938, 0.335342, 0.309449
7.063938, 0.319858, 0.292806
7.071938, 0.306963, 0.276075
7.079937, 0.290545, 0.259259
7.087937, 0.271682, 0.242364
7.095937, 0.257421, 0.225396
7.103937, 0.236904, 0.208359
7.111937, 0.223697, 0.191258
7.119937, 0.202653, 0.174099
7.127937, 0.186905, 0.156887
7.135937, 0.165094, 0.139628
7.143937, 0.155147, 0.122326
7.151937, 0.136668, 0.104986
7.159936, 0.116294, 0.087615
7.167936, 0.102249, 0.070217
7.175936, 0.084057, 0.052797
7.183936, 0.065218, 0.035361
7.191936, 0.046331, 0.017915
7.199936, 0.023560, 0.000463
7.207936, 0.012559, -0.016989
7.215936, 0.006807, -0.034435
7.223936, -0.047505, -0.051872
7.231936, -0.065385, -0.069292
7.239935, -0.067758, -0.086692
7.247935, -0.079719, -0.104065
7.255935, -0.090289, -0.121406
7.263935, -0.107043, -0.138710
7.271935, -0.123964, -0.155972
7.279935, -0.140694, -0.173187
7.287935, -0.152535, -0.190349
7.295935, -0.172069, -0.207452
7.303935, -0.187409, -0.224493
7.311934, -0.210275, -0.241465
7.319934, -0.224560, -0.258364
7.327934, -0.240763, -0.275184
7.335934, -0.256486, -0.291920
7.343934, -0.275181, -0.308568
7.351934, -0.295171, -0.325121
7.359934, -0.309768, -0.341575
7.367934, -0.332058, -0.357925
7.375934, -0.346176, -0.374167
7.383934, -0.362139, -0.390294
7.391933, -0.375609, -0.406302
7.399933, -0.395599, -0.422187
7.407933, -0.415181, -0.437943
7.415933, -0.427764, -0.453565
7.423933, -0.444782, -0.469050
7.431933, -0.451301, -0.484391
7.439933, -0.473376, -0.499585
7.447933, -0.489339, -0.514627
7.455933, -0.507124, -0.529512
7.463933, -0.523902, -0.544236
7.471932, -0.536581, -0.558794
7.479932, -0.549980, -0.573182
7.487932, -0.558872, -0.587395
7.495932, -0.579437, -0.601430
7.503932, -0.591613, -0.615281
7.511932, -0.604268, -0.628945
7.519932, -0.618409, -0.642417
7.527932, -0.635499, -0.655693
7.535932, -0.645254, -0.668770
7.543931, -0.655225, -0.681643
7.551931, -0.672674, -0.694309
7.559931, -0.691417, -0.706763
7.567931, -0.699687, -0.719001
7.575931, -0.711791, -0.731021
7.583931, -0.715242, -0.742818
7.591931, -0.733937, -0.754389
7.599931, -0.746257, -0.765730
7.607931, -0.758289, -0.776838
7.615931, -0.772047, -0.787709
7.623930, -0.783456, -0.798340
7.631930, -0.790143, -0.808728
7.639930, -0.801888, -0.818870
7.647930, -0.818187, -0.828762
7.655930, -0.822477, -0.838402
7.663930, -0.828781, -0.847787
7.671930, -0.840238, -0.856913
7.679930, -0.850784, -0.865778
7.687930, -0.858669, -0.874380
7.695930, -0.873434, -0.882715
7.703929, -0.876142, -0.890781
7.711929, -0.885250, -0.898576
7.719929, -0.897522, -0.906098
7.727929, -0.900135, -0.913343
7.735929, -0.906031, -0.920310
7.743929, -0.918111, -0.926997
7.751929, -0.925349, -0.933402
7.759929, -0.929424, -0.939522
7.767929, -0.938628, -0.945356
7.775928, -0.942655, -0.950902
7.783928, -0.953488, -0.956158
7.791928, -0.956029, -0.961123
7.799928, -0.958761, -0.965796
7.807928, -0.962381, -0.970174
7.815928, -0.969523, -0.974257
7.823928, -0.972567, -0.978043
7.831928, -0.981004, -0.981531
7.839928, -0.975635, -0.984720
7.847928, -0.989393, -0.987609
7.855927, -0.986972, -0.990198
7.863927, -0.985822, -0.992484
7.871927, -0.994163, -0.994469
7.879927, -0.994163, -0.996150
7.887927, -0.998118, -0.997528
7.895927, -0.998477, -0.998603
7.903927, -0.998981, -0.999373
7.911927, -1.007130, -0.999839
7.919927, -1.001330, -1.000000
7.927927, -0.997662, -0.999856
7.935926, -1.004589, -0.999409
7.943926, -1.005045, -0.998656
7.951926, -1.003415, -0.997600
7.959926, -0.998214, -0.996239
7.967926, -0.996152, -0.994575
7.975926, -1.007417, -0.992609
7.983926, -0.997614, -0.990339
7.991926, -0.992869, -0.987769
7.999926, -0.992150, -0.984897
8.007926, -0.989393, -0.981725
8.015926, -0.989393, -0.978255
8.023927, -0.977888, -0.974486
8.031927, -0.977385, -0.970421
8.039927, -0.982826, -0.966060
8.047928, -0.970242, -0.961404
8.055928, -0.963675, -0.956456
8.063929, -0.960967, -0.951217
8.071929, -0.959696, -0.945688
8.079929, -0.954519, -0.939870
8.087930, -0.942175, -0.933767
8.095930, -0.938388, -0.927379
8.103930, -0.940498, -0.920708
8.111931, -0.927794, -0.913758
8.119931, -0.916553, -0.906528
8.127932, -0.914971, -0.899023
8.135932, -0.904473, -0.891244
8.143932, -0.899464, -0.883193
8.151933, -0.890787, -0.874874
8.159933, -0.878995, -0.866288
8.167933, -0.872859, -0.857438
8.175934, -0.866795, -0.848327
8.183934, -0.855050, -0.838957
8.191935, -0.843281, -0.829332
8.199935, -0.839279, -0.819455
8.207935, -0.827798, -0.809327
8.215936, -0.816677, -0.798954
8.223936, -0.810421, -0.788336
8.231936, -0.794386, -0.777479
8.239937, -0.782378, -0.766385
8.247937, -0.780364, -0.755058
8.255938, -0.764401, -0.743500
8.263938, -0.751410, -0.731716
8.271938, -0.742326, -0.719709
8.279939, -0.727011, -0.707483
8.287939, -0.715889, -0.695042
8.295939, -0.705247, -0.682389
8.303940, -0.694198, -0.669528
8.311940, -0.677827, -0.656463
8.319941, -0.665412, -0.643198
8.327941, -0.653332, -0.629737
8.335941, -0.642977, -0.616084
8.343942, -0.626990, -0.602244
8.351942, -0.609230, -0.588220
8.359942, -0.594585, -0.574017
8.367943, -0.585189, -0.559639
8.375943, -0.567980, -0.545091
8.383944, -0.557506, -0.530377
8.391944, -0.541854, -0.515501
8.399944, -0.530182, -0.500468
8.407945, -0.512253, -0.485283
8.415945, -0.494109, -0.469950
8.423945, -0.480231, -0.454473
8.431946, -0.464077, -0.438859
8.439946, -0.452188, -0.423110
8.447947, -0.438358, -0.407233
8.455947, -0.423139, -0.391232
8.463947, -0.404419, -0.375111
8.471948, -0.387282, -0.358877
8.479948, -0.367795, -0.342533
8.487948, -0.349268, -0.326084
8.495949, -0.338722, -0.309537
8.503949, -0.322351, -0.292895
8.511950, -0.310463, -0.276164
8.519950, -0.286422, -0.259349
8.527950, -0.270004, -0.242454
8.535951, -0.258739, -0.225486
8.543951, -0.238342, -0.208449
8.551951, -0.223985, -0.191349
8.559952, -0.203971, -0.174191
8.567952, -0.190189, -0.156979
8.575953, -0.171398, -0.139720
8.583953, -0.155291, -0.122418
8.591953, -0.136404, -0.105078
8.599954, -0.118883, -0.087707
8.607954, -0.102441, -0.070309
8.615954, -0.081612, -0.052890
8.623955, -0.062054, -0.035454
8.631955, -0.044557, -0.018008
8.639956, -0.025909, -0.000556
8.647956, -0.016178, 0.016896
8.655956, -0.005608, 0.034343
8.663957, 0.046762, 0.051779
8.671957, 0.060472, 0.069200
8.679957, 0.070347, 0.086599
8.687958, 0.082810, 0.103973
8.695958, 0.090672, 0.121314
8.703959, 0.107522, 0.138618
8.711959, 0.122502, 0.155881
8.719959, 0.142804, 0.173096
8.727960, 0.151959, 0.190258
8.735960, 0.175329, 0.207362
8.743960, 0.192610, 0.224403
8.751961, 0.209268, 0.241375
8.759961, 0.226717, 0.258275
8.767962, 0.241841, 0.275095
8.775962, 0.257708, 0.291832
8.783962, 0.276476, 0.308479
8.791963, 0.291384, 0.325033
8.799963, 0.306436, 0.341488
8.807963, 0.330021, 0.357839
8.815964, 0.346032, 0.374081
8.823964, 0.365518, 0.390208
8.831964, 0.381697, 0.406217
8.839965, 0.396486, 0.422103
8.847965, 0.412760, 0.437859
8.855966, 0.424313, 0.453483
8.863966, 0.445909, 0.468968
8.871966, 0.456670, 0.484310
8.879967, 0.474455, 0.499505
8.887967, 0.488453, 0.514548
8.895967, 0.503984, 0.529434
8.903968, 0.519276, 0.544158
8.911968, 0.540081, 0.558717
8.919969, 0.551442, 0.573106
8.927969, 0.564361, 0.587320
8.935969, 0.579005, 0.601356
8.943970, 0.595592, 0.615208
8.951970, 0.609397, 0.628873
8.959970, 0.623683, 0.642346
8.967971, 0.635499, 0.655623
8.975971, 0.646812, 0.668701
8.983972, 0.659443, 0.681575
8.991972, 0.671404, 0.694242
8.999972, 0.682357, 0.706697
9.007973, 0.698896, 0.718937
9.015973, 0.714068, 0.730958
9.023973, 0.722816, 0.742756
9.031974, 0.730078, 0.754328
9.039974, 0.751410, 0.765670
9.047975, 0.761765, 0.776779
9.055975, 0.768764, 0.787652
9.063975, 0.782737, 0.798284
9.071976, 0.794002, 0.808674
9.079976, 0.800402, 0.818817
9.087976, 0.812985, 0.828710
9.095977, 0.825569, 0.838352
9.103977, 0.830914, 0.847738
9.111978, 0.839255, 0.856865
9.119978, 0.854882, 0.865732
9.127978, 0.860059, 0.874335
9.135979, 0.869551, 0.882671
9.143979, 0.880049, 0.890739
9.151979, 0.885130, 0.898536
9.159980, 0.892297, 0.906059
9.167980, 0.903227, 0.913305
9.175981, 0.909123, 0.920274
9.183981, 0.914755, 0.926962
9.191981, 0.928537, 0.933368
9.199982, 0.930167, 0.939490
9.207982, 0.937190, 0.945325
9.215982, 0.944308, 0.950873
9.223983, 0.942175, 0.956131
9.231983, 0.956245, 0.961098
9.239984, 0.959217, 0.965772
9.247984, 0.962237, 0.970152
9.255984, 0.971537, 0.974236
9.263985, 0.973310, 0.978023
9.271985, 0.976091, 0.981513
9.279985, 0.979207, 0.984704
9.287986, 0.979207, 0.987595
9.295986, 0.988818, 0.990185
9.303987, 0.992869, 0.992473
9.311987, 0.989657, 0.994459
9.319987, 0.997111, 0.996142
9.327988, 0.998981, 0.997522
9.335988, 0.996608, 0.998598
9.343988, 1.002240, 0.999370
9.351989, 0.998118, 0.999837
9.359989, 1.004661, 1.000000
9.367990, 1.001905, 0.999858
9.375990, 1.003295, 0.999412
9.383990, 1.005716, 0.998661
9.391991, 1.001905, 0.997606
9.399991, 1.000011, 0.996247
9.407991, 0.997614, 0.994585
9.415992, 0.994379, 0.992620
9.423992, 0.998477, 0.990352
9.431993, 0.992533, 0.987783
9.439993, 0.993731, 0.984913
9.447993, 0.993372, 0.981743
9.455994, 0.987308, 0.978274
9.463994, 0.980022, 0.974507
9.471994, 0.976906, 0.970443
9.479995, 0.971033, 0.966084
9.487995, 0.975108, 0.961430
9.495996, 0.963987, 0.956483
9.503996, 0.963196, 0.951245
9.511996, 0.960176, 0.945718
9.519997, 0.949390, 0.939902
9.527997, 0.943853, 0.933800
9.535997, 0.940593, 0.927414
9.543998, 0.928537, 0.920745
9.551998, 0.928729, 0.913795
9.559999, 0.918878, 0.906568
9.567999, 0.913365, 0.899064
9.575999, 0.910968, 0.891286
9.584000, 0.899871, 0.883237
9.592000, 0.892249, 0.874919
9.600000, 0.882374, 0.866334
9.608001, 0.872020, 0.857486
9.616001, 0.865668, 0.848376
9.624002, 0.857663, 0.839008
9.632002, 0.844001, 0.829384
9.640002, 0.838368, 0.819508
9.648003, 0.831777, 0.809382
9.656003, 0.820128, 0.799009
9.664003, 0.807041, 0.788393
9.672004, 0.797526, 0.777537
9.680004, 0.786165, 0.766445
9.688004, 0.773533, 0.755118
9.696005, 0.768764, 0.743562
9.704005, 0.753735, 0.731779
9.712006, 0.738611, 0.719774
9.720006, 0.731517, 0.707549
9.728006, 0.720227, 0.695108
9.736007, 0.706398, 0.682456
9.744007, 0.691417, 0.669596
9.752007, 0.680440, 0.656532
9.760008, 0.666682, 0.643269
9.768008, 0.654554, 0.629809
9.776009, 0.638471, 0.616157
9.784009, 0.632095, 0.602318
9.792009, 0.612873, 0.588295
9.800010, 0.600385, 0.574093
9.808010, 0.581977, 0.559716
9.816010, 0.574308, 0.545169
9.824011, 0.558416, 0.530455
9.832011, 0.541567, 0.515580
9.840012, 0.526179, 0.500548
9.848012, 0.510288, 0.485364
9.856012, 0.497609, 0.470031
9.864013, 0.481909, 0.454556
9.872013, 0.465491, 0.438942
9.880013, 0.452380, 0.423194
9.888014, 0.434763, 0.407318
9.896014, 0.423570, 0.391317
9.904015, 0.406121, 0.375197
9.912015, 0.390278, 0.358963
9.920015, 0.372277, 0.342620
9.928016, 0.355068, 0.326172
9.936016, 0.342005, 0.309625
9.944016, 0.321776, 0.292984
9.952017, 0.302865, 0.276253
9.960017, 0.296274, 0.259438
9.968018, 0.275613, 0.242544
9.976018, 0.258547, 0.225576
9.984018, 0.239301, 0.208540
9.992019, 0.224776, 0.191440
10.000019, 0.204259, 0.174282
10.008019, 0.188176, 0.157070
10.016020, 0.166245, 0.139811
10.024020, 0.152679, 0.122509
10.032021, 0.138441, 0.105170
10.040021, 0.116390, 0.087799
10.048021, 0.103519, 0.070401
10.056022, 0.081348, 0.052982
10.064022, 0.066536, 0.035547
10.072022, 0.046402, 0.018100
10.080023, 0.021595, 0.000649
10.088023, 0.045204, -0.016803
10.096024, 0.025454, -0.034250
10.104024, 0.028929, -0.051687
10.112024, 0.027491, -0.069107
10.120025, 0.018359, -0.086507
10.128025, 0.020421, -0.103880
10.136025, 0.016514, -0.121222
10.144026, 0.010522, -0.138527
10.152026, 0.008772, -0.155789
10.160027, 0.009251, -0.173004
10.168027, 0.004314, -0.190167
10.176027, 0.002804, -0.207271
10.184028, -0.039691, -0.224313
10.192028, -0.016178, -0.241286
10.200028, -0.005392, -0.258185
10.208029, -0.003235, -0.275006
10.216029, -0.002300, -0.291743
10.224030, -0.001797, -0.308391
10.232030, -0.001462, -0.324946
10.240030, -0.001222, -0.341401
10.248031, -0.001078, -0.357752
10.256031, -0.000934, -0.373995
10.264031, -0.000838, -0.390123
10.272032, -0.000599, -0.406133
10.280032, -0.000599, -0.422019
10.288033, -0.000599, -0.437776
10.296033, -0.000599, -0.453400
10.304033, -0.000599, -0.468886
10.312034, -0.000599, -0.484229
10.320034, -0.000599, -0.499425
10.328034, -0.000599, -0.514468
10.336035, 0.001006, -0.529355
10.344035, 0.001006, -0.544081
10.352036, 0.001006, -0.558641
10.360036, 0.002708, -0.573030
10.368036, 0.002708, -0.587245
10.376037, 0.004673, -0.601282
10.384037, 0.004458, -0.615135
10.392037, 0.003067, -0.628801
10.400038, 0.003067, -0.642275
10.408038, 0.002804, -0.655553
10.416039, 0.002085, -0.668632
10.424039, 0.001653, -0.681508
10.432039, 0.001366, -0.694175
10.440040, 0.001174, -0.706632
10.448040, 0.001006, -0.718873
10.456040, 0.000910, -0.730895
10.464041, 0.000814, -0.742694
10.472041, 0.000743, -0.754267
10.480042, 0.000671, -0.765611
10.488042, 0.000623, -0.776721
10.496042, 0.000575, -0.787595
10.504043, 0.000527, -0.798229
10.512043, 0.000503, -0.808619
10.520043, 0.000479, -0.818764
10.528044, 0.000431, -0.828659
10.536044, 0.000407, -0.838301
10.544044, 0.000407, -0.847688
10.552045, 0.000383, -0.856817
10.560045, 0.000359, -0.865685
10.568046, 0.000335, -0.874290
10.576046, 0.000335, -0.882628
10.584046, 0.000311, -0.890697
10.592047, 0.000311, -0.898495
10.600047, 0.000287, -0.906019
10.608047, 0.000287, -0.913268
10.616048, 0.000263, -0.920238
10.624048, 0.000263, -0.926928
10.632049, 0.000239, -0.933335
10.640049, 0.000239, -0.939458
10.648049, 0.000239, -0.945295
10.656050, 0.000215, -0.950844
10.664050, 0.000215, -0.956104
10.672050, 0.000215, -0.961072
10.680051, 0.000215, -0.965748
10.688051, 0.000191, -0.970129
10.696052, 0.000191, -0.974215
10.704052, 0.000191, -0.978004
10.712052, 0.000191, -0.981495
10.720053, 0.000191, -0.984688
10.728053, 0.000167, -0.987580
10.736053, 0.000167, -0.990172
10.744054, 0.000167, -0.992462
10.752054, 0.000167, -0.994449
10.760055, 0.000167, -0.996134
10.768055, 0.000167, -0.997515
10.776055, 0.000143, -0.998593
10.784056, 0.000143, -0.999366
10.792056, 0.000143, -0.999835
10.800056, 0.000143, -1.000000
10.808057, 0.000143, -0.999860
10.816057, 0.000143, -0.999415
10.824058, 0.000143, -0.998666
10.832058, 0.000143, -0.997612
10.840058, 0.000119, -0.996255
10.848059, 0.000119, -0.994595
10.856059, 0.000119, -0.992631
10.864059, 0.000119, -0.990365
10.872060, 0.000119, -0.987798
10.880060, 0.000119, -0.984929
10.888061, 0.000119, -0.981761
10.896061, 0.000119, -0.978293
10.904061, 0.000119, -0.974528
10.912062, 0.000119, -0.970465
10.920062, 0.000119, -0.966107
10.928062, 0.000095, -0.961455
10.936063, 0.000095, -0.956510
10.944063, 0.000095, -0.951274
10.952064, 0.000095, -0.945748
10.960064, 0.000095, -0.939934
10.968064, 0.000095, -0.933833
10.976065, 0.000095, -0.927448
10.984065, 0.000095, -0.920781
10.992065, 0.000095, -0.913833
11.000066, 0.000095, -0.906607
11.008066, 0.000095, -0.899104
11.016067, 0.000095, -0.891328
11.024067, 0.000095, -0.883280
11.032067, 0.000095, -0.874964
11.040068, 0.000095, -0.866380
11.048068, 0.000095, -0.857533
11.056068, 0.000095, -0.848425
11.064069, 0.000071, -0.839058
11.072069, 0.000071, -0.829436
11.080070, 0.000071, -0.819561
11.088070, 0.000071, -0.809436
11.096070, 0.000071, -0.799065
11.104071, 0.000071, -0.788450
11.112071, 0.000071, -0.777596
11.120071, 0.000071, -0.766504
11.128072, 0.000071, -0.755179
11.136072, 0.000071, -0.743624
11.144073, 0.000071, -0.731843
11.152073, 0.000071, -0.719838
11.160073, 0.000071, -0.707614
11.168074, 0.000071, -0.695175
11.176074, 0.000071, -0.682524
11.184074, 0.000071, -0.669665
11.192075, 0.000071, -0.656602
11.200075, 0.000071, -0.643339
11.208076, 0.000071, -0.629881
11.216076, 0.000071, -0.616230
11.224076, 0.000071, -0.602392
11.232077, 0.000071, -0.588370
11.240077, 0.000071, -0.574169
11.248077, 0.000071, -0.559793
11.256078, 0.000071, -0.545246
11.264078, 0.000071, -0.530534
11.272079, 0.000071, -0.515660
11.280079, 0.000071, -0.500628
11.288079, 0.000047, -0.485445
11.296080, 0.000047, -0.470113
11.304080, 0.000047, -0.454638
11.312080, 0.000047, -0.439025
11.320081, 0.000047, -0.423278
11.328081, 0.000047, -0.407402
11.336082, 0.000047, -0.391402
11.344082, 0.000047, -0.375283
11.352082, 0.000047, -0.359050
11.360083, 0.000047, -0.342707
11.368083, 0.000047, -0.326260
11.376083, 0.000047, -0.309713
11.384084, 0.000047, -0.293072
11.392084, 0.000047, -0.276342
11.400084, 0.000047, -0.259527
11.408085, 0.000047, -0.242634
11.416085, 0.000047, -0.225667
11.424086, 0.000047, -0.208631
11.432086, 0.000047, -0.191531
11.440086, 0.000047, -0.174373
11.448087, 0.000047, -0.157162
11.456087, 0.000047, -0.139903
11.464087, 0.000047, -0.122601
11.472088, 0.000047, -0.105263
11.480088, 0.000047, -0.087892
11.488089, 0.000047, -0.070494
11.496089, 0.000047, -0.053075
11.504089, 0.000047, -0.035639
11.512090, 0.000047, -0.018193
11.520090, 0.000047, -0.000741
11.528090, 0.000047, 0.016711
11.536091, 0.000047, 0.034158
11.544091, 0.000047, 0.051594
11.552092, 0.000047, 0.069015
11.560092, 0.000047, 0.086415
11.568092, 0.000047, 0.103788
11.576093, 0.000047, 0.121130
11.584093, 0.000047, 0.138435
11.592093, 0.000047, 0.155698
11.600094, 0.000047, 0.172913
11.608094, 0.000047, 0.190076
11.616095, 0.000047, 0.207181
11.624095, 0.000047, 0.224222
11.632095, 0.000047, 0.241196
11.640096, 0.000047, 0.258096
11.648096, 0.000047, 0.274917
11.656096, 0.000047, 0.291654
11.664097, 0.000047, 0.308303
11.672097, 0.000047, 0.324858
11.680098, 0.000047, 0.341314
11.688098, 0.000047, 0.357666
11.696098, 0.000047, 0.373909
11.704099, 0.000047, 0.390038
11.712099, 0.000047, 0.406048
11.720099, 0.000047, 0.421935
11.728100, 0.000047, 0.437693
11.736100, 0.000047, 0.453318
11.744101, 0.000023, 0.468804
11.752101, 0.000023, 0.484148
11.760101, 0.000023, 0.499345
11.768102, 0.000023, 0.514389
11.776102, 0.000023, 0.529277
11.784102, 0.000023, 0.544003
11.792103, 0.000023, 0.558564
11.800103, 0.000023, 0.572954
11.808104, 0.000023, 0.587170
11.816104, 0.000023, 0.601208
11.824104, 0.000023, 0.615062
11.832105, 0.000023, 0.628729
11.840105, 0.000023, 0.642204
11.848105, 0.000023, 0.655483
11.856106, 0.000023, 0.668563
11.864106, 0.000023, 0.681440
11.872107, 0.000023, 0.694109
11.880107, 0.000023, 0.706566
11.888107, 0.000023, 0.718808
11.896108, 0.000023, 0.730831
11.904108, 0.000023, 0.742632
11.912108, 0.000023, 0.754207
11.920109, 0.000023, 0.765551
11.928109, 0.000023, 0.776663
11.936110, 0.000023, 0.787538
11.944110, 0.000023, 0.798173
11.952110, 0.000023, 0.808565
11.960111, 0.000023, 0.818710
11.968111, 0.000023, 0.828607
11.976111, 0.000023, 0.838251
11.984112, 0.000023, 0.847639
11.992112, 0.000023, 0.856770
12.000113, 0.000023, 0.865639
12.008113, 0.000023, 0.874245
12.016113, 0.000023, 0.882584
12.024114, 0.000023, 0.890655
12.032114, 0.000023, 0.898454
12.040114, 0.000023, 0.905980
12.048115, 0.000023, 0.913230
12.056115, 0.000023, 0.920201
12.064116, 0.000023, 0.926893
12.072116, 0.000023, 0.933302
12.080116, 0.000023, 0.939426
12.088117, 0.000023, 0.945265
12.096117, 0.000023, 0.950816
12.104117, 0.000023, 0.956077
12.112118, 0.000023, 0.961047
12.120118, 0.000023, 0.965724
12.128119, 0.000023, 0.970107
12.136119, 0.000023, 0.974194
12.144119, 0.000023, 0.977985
12.152120, 0.000023, 0.981478
12.160120, 0.000023, 0.984672
12.168120, 0.000023, 0.987566
12.176121, 0.000023, 0.990159
12.184121, 0.000023, 0.992450
12.192122, 0.000023, 0.994440
12.200122, 0.000023, 0.996126
12.208122, 0.000023, 0.997509
12.216123, 0.000023, 0.998588
12.224123, 0.000023, 0.999363
12.232123, 0.000023, 0.999834
12.240124, 0.000023, 1.000000
12.248124, 0.000023, 0.999861
12.256124, 0.000023, 0.999418
12.264125, 0.000023, 0.998671
12.272125, 0.000023, 0.997619
12.280126, 0.000023, 0.996263
12.288126, 0.000023, 0.994604
12.296126, 0.000023, 0.992642
12.304127, 0.000023, 0.990378
12.312127, 0.000023, 0.987812
12.320127, 0.000023, 0.984945
12.328128, 0.000023, 0.981778
12.336128, 0.000023, 0.978312
12.344129, 0.000023, 0.974548
12.352129, 0.000023, 0.970488
12.360129, 0.000023, 0.966131
12.368130, 0.000023, 0.961481
12.376130, 0.000023, 0.956537
12.384130, 0.000023, 0.951302
12.392131, 0.000023, 0.945778
12.400131, 0.000023, 0.939965
12.408132, 0.000023, 0.933866
12.416132, 0.000023, 0.927483
12.424132, 0.000023, 0.920817
12.432133, 0.000023, 0.913871
12.440133, 0.000023, 0.906646
12.448133, 0.000023, 0.899145
12.456134, 0.000023, 0.891370
12.464134, 0.000023, 0.883324
12.472135, 0.000023, 0.875008
12.480135, 0.000023, 0.866427
12.488135, 0.000023, 0.857581
12.496136, 0.000023, 0.848474
12.504136, 0.000023, 0.839108
12.512136, 0.000023, 0.829488
12.520137, 0.000023, 0.819614
12.528137, 0.000023, 0.809491
12.536138, 0.000023, 0.799121
12.544138, 0.000023, 0.788507
12.552138, 0.000023, 0.777654
12.560139, 0.000023, 0.766564
12.568139, 0.000023, 0.755240
12.576139, 0.000023, 0.743686
12.584140, 0.000023, 0.731906
12.592140, 0.000023, 0.719902
12.600141, 0.000023, 0.707680
12.608141, 0.000023, 0.695242
12.616141, 0.000023, 0.682592
12.624142, 0.000023, 0.669734
12.632142, 0.000023, 0.656672
12.640142, 0.000023, 0.643410
12.648143, 0.000023, 0.629953
12.656143, 0.000023, 0.616303
12.664144, 0.000023, 0.602466
12.672144, 0.000023, 0.588445
12.680144, 0.000023, 0.574245
12.688145, 0.000023, 0.559870
12.696145, 0.000023, 0.545324
12.704145, 0.000023, 0.530612
12.712146, 0.000023, 0.515739
12.720146, 0.000023, 0.500709
12.728147, 0.000023, 0.485526
12.736147, 0.000023, 0.470195
12.744147, 0.000023, 0.454721
12.752148, 0.000023, 0.439108
12.760148, 0.000023, 0.423362
12.768148, 0.000023, 0.407487
12.776149, 0.000023, 0.391488
12.784149, 0.000023, 0.375369
12.792150, 0.000023, 0.359136
12.800150, 0.000023, 0.342794
12.808150, 0.000023, 0.326347
12.816151, 0.000023, 0.309801
12.824151, 0.000023, 0.293161
12.832151, 0.000023, 0.276431
12.840152, 0.000023, 0.259617
12.848152, 0.000023, 0.242724
12.856153, 0.000023, 0.225757
12.864153, 0.000023, 0.208721
12.872153, 0.000023, 0.191622
12.880154, 0.000023, 0.174464
12.888154, 0.000023, 0.157253
12.896154, 0.000023, 0.139995
12.904155, 0.000023, 0.122693
12.912155, 0.000023, 0.105355
12.920156, 0.000023, 0.087984
12.928156, 0.000023, 0.070586
12.936156, 0.000023, 0.053167
12.944157, 0.000023, 0.035732
12.952157, 0.000023, 0.018286
12.960157, 0.000023, 0.000834
12.968158, 0.000023, -0.016618
12.976158, 0.000023, -0.034065
12.984159, 0.000023, -0.051502
12.992159, 0.000023, -0.068923
13.000159, 0.000023, -0.086322
13.008160, 0.000023, -0.103696
13.016160, 0.000023, -0.121038
13.024160, 0.000023, -0.138343
13.032161, 0.000023, -0.155606
13.040161, 0.000023, -0.172822
13.048162, 0.000023, -0.189985
13.056162, 0.000023, -0.207090
13.064162, 0.000023, -0.224132
13.072163, 0.000023, -0.241106
13.080163, 0.000023, -0.258006
