     t     ,     r     ,     v     ,     p     ,     m     
   5.06396,   -0.68847,   -0.69528,    0.25866,    0.05480
   5.07196,   -0.68212,   -0.69516,    0.25305,    0.28598
   5.07996,   -0.67571,   -0.69065,    0.24750,    0.17130
   5.08796,   -0.66925,   -0.68308,    0.24203,   -0.14684
   5.09596,   -0.66274,   -0.67203,    0.23663,   -0.01736
   5.10396,   -0.65618,   -0.66417,    0.23133,   -0.05572
   5.11196,   -0.64957,   -0.66421,    0.22602,    0.07379
   5.11996,   -0.64291,   -0.65697,    0.22073,   -0.23923
   5.12796,   -0.63621,   -0.64801,    0.21552,    0.17512
   5.13596,   -0.62945,   -0.63864,    0.21040,   -0.12259
   5.14396,   -0.62264,   -0.63603,    0.20534,    0.02728
   5.15196,   -0.61579,   -0.62538,    0.20027,   -0.21957
   5.15996,   -0.60889,   -0.62100,    0.19526,    0.05748
   5.16796,   -0.60195,   -0.61316,    0.19028,    0.12601
   5.17596,   -0.59496,   -0.60865,    0.18538,    0.08773
   5.18396,   -0.58792,   -0.60180,    0.18055,   -0.12347
   5.19196,   -0.58084,   -0.58768,    0.17583,   -0.03459
   5.19996,   -0.57371,   -0.58449,    0.17120,    0.13569
   5.20796,   -0.56654,   -0.57881,    0.16660,    0.00081
   5.21596,   -0.55933,   -0.57548,    0.16197,   -0.20021
   5.22396,   -0.55208,   -0.56537,    0.15737,   -0.09094
   5.23196,   -0.54478,   -0.55751,    0.15288,   -0.00202
   5.23996,   -0.53744,   -0.54940,    0.14846,   -0.00463
   5.24796,   -0.53006,   -0.54075,    0.14414,   -0.01742
   5.25596,   -0.52264,   -0.54008,    0.13981,   -0.09632
   5.26396,   -0.51518,   -0.52755,    0.13559,   -0.10402
   5.27196,   -0.50768,   -0.51777,    0.13142,    0.09176
   5.27996,   -0.50015,   -0.51352,    0.12723,   -0.14990
   5.28796,   -0.49257,   -0.50784,    0.12309,    0.00520
   5.29596,   -0.48496,   -0.49948,    0.11913,   -0.17032
   5.30396,   -0.47731,   -0.49047,    0.11522,   -0.02132
   5.31196,   -0.46962,   -0.47937,    0.11139,   -0.10489
   5.31996,   -0.46190,   -0.47616,    0.10766,    0.03532
   5.32796,   -0.45414,   -0.46961,    0.10391,    0.08901
   5.33596,   -0.44635,   -0.46063,    0.10017,   -0.17776
   5.34396,   -0.43853,   -0.45219,    0.09647,   -0.14957
   5.35196,   -0.43067,   -0.44203,    0.09282,    0.04644
   5.35996,   -0.42277,   -0.43476,    0.08931,    0.14576
   5.36796,   -0.41485,   -0.42407,    0.08588,    0.04158
   5.37596,   -0.40689,   -0.41846,    0.08251,    0.05436
   5.38396,   -0.39891,   -0.41163,    0.07926,   -0.27878
   5.39196,   -0.39089,   -0.40303,    0.07594,   -0.26100
   5.39996,   -0.38284,   -0.39524,    0.07280,   -0.11102
   5.40796,   -0.37477,   -0.39013,    0.06969,   -0.08316
   5.41596,   -0.36666,   -0.38474,    0.06659,    0.01078
   5.42396,   -0.35853,   -0.37362,    0.06354,    0.11485
   5.43196,   -0.35037,   -0.36909,    0.06054,    0.04084
   5.43996,   -0.34218,   -0.35909,    0.05767,   -0.09932
   5.44796,   -0.33397,   -0.34416,    0.05489,   -0.08187
   5.45596,   -0.32573,   -0.33808,    0.05218,   -0.12549
   5.46396,   -0.31747,   -0.33534,    0.04952,    0.03429
   5.47196,   -0.30918,   -0.32266,    0.04692,    0.11773
   5.47996,   -0.30087,   -0.31168,    0.04438,    0.09939
   5.48796,   -0.29254,   -0.30883,    0.04191,    0.00979
   5.49596,   -0.28418,   -0.30533,    0.03951,   -0.12055
   5.50396,   -0.27581,   -0.29467,    0.03708,   -0.03732
   5.51196,   -0.26741,   -0.28275,    0.03476,   -0.33561
   5.51996,   -0.25899,   -0.27389,    0.03249,   -0.11006
   5.52796,   -0.25055,   -0.26466,    0.03062,   -0.02699
   5.53596,   -0.24209,   -0.25735,    0.02840,   -0.21354
   5.54396,   -0.23362,   -0.24553,    0.02639,    0.10340
   5.55196,   -0.22513,   -0.23424,    0.02449,   -0.26128
   5.55996,   -0.21661,   -0.22916,    0.02265,    0.08607
   5.56796,   -0.20809,   -0.22197,    0.02086,   -0.26347
   5.57596,   -0.19954,   -0.21579,    0.01920,   -0.13494
   5.58396,   -0.19099,   -0.20524,    0.01747,   -0.43372
   5.59196,   -0.18241,   -0.19992,    0.01593,   -0.19341
   5.59996,   -0.17383,   -0.18760,    0.01436,   -0.47197
   5.60796,   -0.16523,   -0.17988,    0.01293,    0.03782
   5.61596,   -0.15661,   -0.17042,    0.01154,   -0.29172
   5.62396,   -0.14799,   -0.16416,    0.01017,   -0.12793
   5.63196,   -0.13935,   -0.15570,    0.00894,   -0.04557
   5.63996,   -0.13071,   -0.14654,    0.00770,   -0.20236
   5.64796,   -0.12205,   -0.14009,    0.00654,    0.21050
   5.65596,   -0.11338,   -0.13008,    0.00547,   -0.14477
   5.66396,   -0.10471,   -0.12080,    0.00443,   -0.31696
   5.67196,   -0.09603,   -0.10894,    0.00350,   -0.07216
   5.67996,   -0.08734,   -0.10364,    0.00265,   -0.09697
   5.68796,   -0.07864,   -0.09333,    0.00180,   -0.10660
   5.69596,   -0.06994,   -0.08574,    0.00109,   -0.44181
   5.70396,   -0.06123,   -0.07598,    0.00044,   -0.37526
   5.71196,   -0.05252,   -0.06507,   -0.00017,   -0.27825
   5.71995,   -0.04380,   -0.05623,   -0.00065,   -0.22198
   5.72795,   -0.03508,   -0.04401,   -0.00103,   -0.21666
   5.73595,   -0.02636,   -0.03744,   -0.00140,   -0.36398
   5.74395,   -0.01764,   -0.03137,   -0.00168,   -0.47575
   5.75195,   -0.00891,   -0.01704,   -0.00186,   -0.65372
   5.75995,   -0.00019,   -0.01510,   -0.00196,   -0.58250
   5.76795,    0.00854,   -0.01040,   -0.00208,   -0.74094
   5.77595,    0.01727,   -0.00681,   -0.00210,   -0.16230
   5.78395,    0.02599,    0.03104,   -0.00198,    0.30085
   5.79195,    0.03471,    0.04127,   -0.00173,    0.46630
   5.79995,    0.04343,    0.04842,   -0.00134,    0.85430
   5.80795,    0.05215,    0.04806,   -0.00093,    0.83541
   5.81595,    0.06086,    0.04978,   -0.00060,    0.83178
   5.82395,    0.06957,    0.05625,   -0.00017,    0.70102
   5.83195,    0.07827,    0.06150,    0.00029,    0.57026
   5.83995,    0.08697,    0.07049,    0.00082,    0.50565
   5.84795,    0.09566,    0.07699,    0.00144,    0.52243
   5.85595,    0.10434,    0.08569,    0.00211,    0.67146
   5.86395,    0.11302,    0.09187,    0.00287,    0.69845
   5.87195,    0.12168,    0.10232,    0.00365,    0.57286
   5.87995,    0.13034,    0.11092,    0.00457,    0.48287
   5.88795,    0.13899,    0.11929,    0.00545,    0.46920
   5.89595,    0.14762,    0.12758,    0.00649,    0.73530
   5.90395,    0.15625,    0.13779,    0.00757,    0.37578
   5.91195,    0.16486,    0.14750,    0.00873,    0.37740
   5.91995,    0.17346,    0.15503,    0.00995,    0.56724
   5.92795,    0.18205,    0.16509,    0.01122,    0.15182
   5.93595,    0.19062,    0.17106,    0.01256,    0.19416
   5.94395,    0.19918,    0.18070,    0.01400,    0.13990
   5.95195,    0.20772,    0.19074,    0.01541,    0.02967
   5.95995,    0.21625,    0.20026,    0.01696,    0.12293
   5.96795,    0.22476,    0.21114,    0.01856,    0.02800
   5.97595,    0.23326,    0.22106,    0.02029,    0.43664
   5.98395,    0.24174,    0.22789,    0.02205,    0.13318
   5.99195,    0.25019,    0.23635,    0.02392,    0.45029
   5.99995,    0.25863,    0.24726,    0.02582,    0.36048
   6.00795,    0.26705,    0.25464,    0.02786,    0.49957
   6.01595,    0.27545,    0.26416,    0.02990,    0.42505
   6.02395,    0.28383,    0.27262,    0.03209,    0.19795
   6.03195,    0.29219,    0.27986,    0.03434,    0.44896
   6.03995,    0.30052,    0.28913,    0.03658,    0.09980
   6.04795,    0.30883,    0.29428,    0.03899,    0.16774
   6.05595,    0.31712,    0.30236,    0.04142,    0.48999
   6.06395,    0.32538,    0.31657,    0.04386,    0.43586
   6.07195,    0.33362,    0.32043,    0.04645,    0.30545
   6.07995,    0.34184,    0.32743,    0.04907,    0.24625
   6.08795,    0.35002,    0.33362,    0.05167,    0.21757
