t, r, v, p, to
15.416272, 0.799232, 0.816365, 0.719009, -0.322445
15.424273, 0.788621, 0.810469, 0.725507, -0.297058
15.432273, 0.777770, 0.799347, 0.731933, -0.231003
15.440273, 0.766683, 0.785254, 0.738251, -0.388794
15.448274, 0.755361, 0.769818, 0.744592, -0.399102
15.456274, 0.743810, 0.765959, 0.750706, -0.185638
15.464274, 0.732032, 0.751746, 0.756724, -0.257035
15.472275, 0.720031, 0.738611, 0.762634, -0.648916
15.480275, 0.707811, 0.733698, 0.768508, -0.343966
15.488276, 0.695375, 0.720275, 0.774371, -0.094995
15.496276, 0.682727, 0.705583, 0.780101, -0.313991
15.504276, 0.669872, 0.692808, 0.785687, -0.441457
15.512277, 0.656812, 0.680008, 0.791177, -0.172188
15.520277, 0.643552, 0.668408, 0.796536, -0.253916
15.528277, 0.630097, 0.648778, 0.801762, -0.335647
15.536278, 0.616449, 0.639166, 0.806893, -0.452985
15.544278, 0.602613, 0.632623, 0.811952, -0.061712
15.552279, 0.588594, 0.613160, 0.817010, -0.189253
15.560279, 0.574396, 0.599642, 0.821841, -0.377830
15.568279, 0.560023, 0.584758, 0.826528, -0.581683
15.576280, 0.545479, 0.574715, 0.831227, -0.271806
15.584280, 0.530769, 0.558081, 0.835734, -0.043316
15.592280, 0.515898, 0.537828, 0.840145, -0.242090
15.600281, 0.500869, 0.524285, 0.844401, -0.323869
15.608281, 0.485688, 0.512037, 0.848536, -0.492120
15.616282, 0.470358, 0.498088, 0.852540, -0.177141
15.624282, 0.454886, 0.486367, 0.856435, -0.071624
15.632282, 0.439275, 0.463669, 0.860235, -0.198036
15.640283, 0.423530, 0.445166, 0.863879, -0.125999
15.648283, 0.407656, 0.431048, 0.867391, -0.257348
15.656283, 0.391658, 0.420286, 0.870843, -0.118993
15.664284, 0.375541, 0.405953, 0.874091, 0.044860
15.672284, 0.359309, 0.388217, 0.877280, 0.076575
15.680285, 0.342968, 0.371487, 0.880300, -0.074729
15.688285, 0.326522, 0.355356, 0.883165, -0.225909
15.696285, 0.309977, 0.336612, 0.885922, -0.519424
15.704286, 0.293338, 0.322950, 0.888535, -0.517819
15.712286, 0.276609, 0.308018, 0.891064, -0.032884
15.720286, 0.259796, 0.291384, 0.893497, -0.051403
15.728287, 0.242904, 0.274318, 0.895751, -0.054527
15.736287, 0.225937, 0.254640, 0.897860, 0.181494
15.744287, 0.208902, 0.238342, 0.899802, -0.126581
15.752288, 0.191804, 0.218448, 0.901659, 0.124957
15.760288, 0.174647, 0.203827, 0.903314, -0.208319
15.768289, 0.157436, 0.184581, 0.904920, 0.328302
15.776289, 0.140178, 0.167922, 0.906298, -0.126792
15.784289, 0.122877, 0.154476, 0.907593, 0.109990
15.792290, 0.105539, 0.134343, 0.908719, -0.100704
15.800290, 0.088168, 0.119123, 0.909750, -0.301098
15.808290, 0.070771, 0.100283, 0.910625, 0.103919
15.816291, 0.053352, 0.084273, 0.911332, 0.376840
15.824291, 0.035917, 0.063516, 0.911932, 0.237881
15.832292, 0.018471, 0.044509, 0.912315, 0.170265
15.840292, 0.001019, 0.027156, 0.912674, 0.189259
15.848292, -0.016433, 0.016178, 0.912818, 0.386400
15.856293, -0.033880, 0.006423, 0.912818, -0.457978
15.864293, -0.051317, -0.047888, 0.912687, -0.558781
15.872293, -0.068738, -0.060112, 0.912303, -0.536763
15.880294, -0.086138, -0.072312, 0.911776, -0.764130
15.888294, -0.103512, -0.079167, 0.911140, -0.599993
15.896295, -0.120854, -0.092302, 0.910505, -0.608954
15.904295, -0.138160, -0.105053, 0.909642, -0.770666
15.912295, -0.155423, -0.122502, 0.908803, -0.596833
15.920296, -0.172639, -0.144098, 0.907688, -0.301063
15.928296, -0.189803, -0.154956, 0.906478, -0.539543
15.936296, -0.206909, -0.170247, 0.905208, -0.279688
15.944297, -0.223951, -0.189734, 0.903733, -0.264134
15.952297, -0.240926, -0.205960, 0.902079, -0.294518
15.960298, -0.257827, -0.222930, 0.900377, -0.177534
15.968298, -0.274650, -0.241841, 0.898459, -0.192933
15.976298, -0.291389, -0.261375, 0.896434, -0.218658
15.984299, -0.308039, -0.273767, 0.894300, -0.137708
15.992299, -0.324595, -0.295051, 0.891975, -0.239996
16.000299, -0.341053, -0.316551, 0.889494, -0.388195
16.008299, -0.357406, -0.331172, 0.886941, -0.251695
16.016298, -0.373651, -0.343108, 0.884220, -0.323844
16.024298, -0.389782, -0.358472, 0.881355, -0.360530
16.032297, -0.405794, -0.378845, 0.878478, -0.122648
16.040297, -0.421683, -0.394041, 0.875350, -0.357935
16.048296, -0.437443, -0.412353, 0.872138, -0.043999
16.056295, -0.453070, -0.430665, 0.868769, -0.172664
16.064295, -0.468559, -0.445621, 0.865294, -0.270930
16.072294, -0.483905, -0.456551, 0.861614, -0.287908
16.080294, -0.499104, -0.472537, 0.857898, -0.121863
16.088293, -0.514151, -0.488500, 0.854086, -0.032197
16.096292, -0.529041, -0.508322, 0.850166, -0.029088
16.104292, -0.543770, -0.520714, 0.845971, -0.350902
16.112291, -0.558333, -0.537612, 0.841740, -0.251615
16.120291, -0.572726, -0.550459, 0.837341, -0.233628
16.128290, -0.586945, -0.560334, 0.832857, -0.169778
16.136290, -0.600986, -0.576297, 0.828314, -0.105823
16.144289, -0.614843, -0.595400, 0.823627, -0.285938
16.152288, -0.628512, -0.604220, 0.818833, -0.247239
16.160288, -0.641991, -0.619584, 0.813917, 0.152683
16.168287, -0.655274, -0.633006, 0.808883, 0.074574
16.176287, -0.668357, -0.650743, 0.803728, -0.201802
16.184286, -0.681236, -0.655369, 0.798466, -0.244122
16.192286, -0.693909, -0.671356, 0.793251, 0.069711
16.200285, -0.706369, -0.687487, 0.787833, 0.053012
16.208284, -0.718615, -0.700501, 0.782235, -0.131432
16.216284, -0.730642, -0.710376, 0.776540, -0.020778
16.224283, -0.742446, -0.719700, 0.770762, 0.125579
16.232283, -0.754024, -0.725381, 0.764972, 0.160144
16.240282, -0.765372, -0.739738, 0.759170, -0.054444
16.248281, -0.776488, -0.751315, 0.753235, 0.214266
16.256281, -0.787366, -0.767182, 0.747265, 0.305075
16.264280, -0.798005, -0.795608, 0.740900, -0.326303
16.272280, -0.808401, -0.792181, 0.734450, -0.062380
16.280279, -0.818551, -0.799156, 0.728096, 0.186388
16.288279, -0.828451, -0.814088, 0.721646, -0.144598
16.296278, -0.838099, -0.823579, 0.715100, 0.053508
16.304277, -0.847492, -0.820655, 0.708530, 0.241519
16.312277, -0.856626, -0.852270, 0.701769, -0.185807
16.320276, -0.865500, -0.852270, 0.694983, 0.058370
16.328276, -0.874110, -0.859820, 0.688125, 0.195814
16.336275, -0.882454, -0.878851, 0.681243, 0.155353
16.344275, -0.890529, -0.864781, 0.674253, 0.186183
16.352274, -0.898332, -0.891746, 0.667191, 0.201856
16.360273, -0.905862, -0.900638, 0.660010, 0.095557
16.368273, -0.913117, -0.904281, 0.652828, 0.101252
16.376272, -0.920093, -0.906319, 0.645538, 0.066360
16.384272, -0.926788, -0.904617, 0.638296, 0.138377
16.392271, -0.933202, -0.918734, 0.630982, 0.149452
16.400270, -0.939331, -0.925062, 0.623608, 0.318301
16.408270, -0.945174, -0.938244, 0.616174, 0.049825
16.416269, -0.950730, -0.935440, 0.608704, 0.244289
16.424269, -0.955995, -0.948311, 0.601246, 0.393092
16.432268, -0.960970, -0.952338, 0.593584, 0.150329
16.440268, -0.965652, -0.958594, 0.585862, 0.324740
16.448267, -0.970039, -0.964298, 0.578200, 0.219507
16.456266, -0.974131, -0.965569, 0.570490, 0.160131
16.464266, -0.977927, -0.968565, 0.562791, 0.365347
16.472265, -0.981424, -0.983329, 0.554997, 0.204441
16.480265, -0.984623, -0.977145, 0.547179, 0.196218
16.488264, -0.987522, -0.981843, 0.539337, 0.513605
16.496264, -0.990120, -0.989609, 0.531446, 0.251242
16.504263, -0.992416, -0.990735, 0.523520, 0.334856
16.512262, -0.994410, -0.993660, 0.515521, 0.220170
16.520262, -0.996101, -0.991047, 0.507630, 0.242909
16.528261, -0.997489, -0.995241, 0.499752, 0.555676
16.536261, -0.998573, -1.005308, 0.491705, 0.207290
16.544260, -0.999353, -0.996608, 0.483706, 0.433750
16.552259, -0.999829, -1.004158, 0.475720, 0.487365
16.560259, -0.999999, -1.002768, 0.467697, 0.235876
16.568258, -0.999866, -1.002073, 0.459686, 0.426998
16.576258, -0.999427, -1.003223, 0.451699, 0.114636
16.584257, -0.998685, -1.002073, 0.443723, 0.356786
16.592257, -0.997638, -1.002073, 0.435628, 0.649872
16.600256, -0.996287, -0.999244, 0.427665, 0.149570
16.608255, -0.994633, -0.997447, 0.419690, 0.458079
16.616255, -0.992676, -1.003918, 0.411834, 0.380093
16.624254, -0.990416, -0.995241, 0.403847, 0.327630
16.632254, -0.987855, -0.989082, 0.395811, 0.259991
16.640253, -0.984993, -0.997734, 0.387835, 0.289044
16.648252, -0.981831, -0.987811, 0.379931, 0.608114
16.656252, -0.978370, -0.990280, 0.371992, 0.454219
16.664251, -0.974611, -0.982275, 0.364148, 0.249531
16.672251, -0.970555, -0.978320, 0.356412, 0.517960
16.680250, -0.966203, -0.983329, 0.348615, 0.338834
16.688250, -0.961557, -0.972016, 0.340688, 0.378504
16.696249, -0.956618, -0.962141, 0.332891, 0.438580
16.704248, -0.951388, -0.964298, 0.325191, 0.163032
16.712248, -0.945868, -0.958186, 0.317550, 0.701369
16.720247, -0.940060, -0.954831, 0.309946, 0.553098
16.728247, -0.933966, -0.946562, 0.302366, 0.226871
16.736246, -0.927587, -0.938916, 0.294797, 0.638232
16.744246, -0.920925, -0.938700, 0.287300, 0.398599
16.752245, -0.913983, -0.926836, 0.279803, 0.291259
16.760244, -0.906763, -0.918518, 0.272391, 0.433209
16.768244, -0.899266, -0.915474, 0.265074, 0.188658
16.776243, -0.891496, -0.901693, 0.257840, 0.305288
16.784243, -0.883454, -0.895461, 0.250595, 0.737339
16.792242, -0.875143, -0.894430, 0.243398, 0.289474
16.800241, -0.866565, -0.879642, 0.236297, 0.558858
16.808241, -0.857724, -0.869431, 0.229340, 0.548530
16.816240, -0.848621, -0.868065, 0.222370, 0.238156
16.824240, -0.839260, -0.855841, 0.215449, 0.461897
16.832239, -0.829643, -0.842658, 0.208671, 0.416099
16.840239, -0.819773, -0.841891, 0.201930, 0.187228
16.848238, -0.809654, -0.826432, 0.195260, 0.467049
16.856237, -0.799288, -0.816317, 0.188638, 0.441712
16.864237, -0.788678, -0.809630, 0.182077, 0.263840
16.872236, -0.777829, -0.792828, 0.175659, 0.314874
16.880236, -0.766742, -0.783528, 0.169349, 0.411721
16.888235, -0.755422, -0.779693, 0.163219, 0.376365
16.896235, -0.743872, -0.766750, 0.157004, 0.274900
16.904234, -0.732095, -0.755054, 0.150887, 0.580391
16.912233, -0.720095, -0.738420, 0.144948, 0.433224
16.920233, -0.707876, -0.732571, 0.139011, 0.123292
16.928232, -0.695441, -0.716464, 0.133276, 0.362742
16.936232, -0.682795, -0.704504, 0.127566, 0.408919
16.944231, -0.669940, -0.696690, 0.121975, 0.272012
16.952230, -0.656882, -0.678450, 0.116469, 0.211419
16.960230, -0.643623, -0.665076, 0.111190, 0.461103
16.968229, -0.630168, -0.649568, 0.105912, 0.441242
16.976229, -0.616522, -0.644056, 0.100729, 0.212831
16.984228, -0.602687, -0.629219, 0.095534, 0.218429
16.992228, -0.588669, -0.612801, 0.090556, 0.351189
17.000227, -0.574472, -0.592476, 0.085673, 0.265233
17.008226, -0.560100, -0.588305, 0.080982, 0.245421
17.016226, -0.545557, -0.570688, 0.076363, 0.022150
17.024225, -0.530848, -0.553167, 0.071900, 0.353315
17.032225, -0.515977, -0.542645, 0.067521, 0.374196
17.040224, -0.500949, -0.529918, 0.063238, 0.339130
17.048223, -0.485769, -0.515705, 0.059051, 0.039564
17.056223, -0.470440, -0.496290, 0.054972, 0.096059
17.064222, -0.454969, -0.478649, 0.051133, 0.394970
17.072222, -0.439358, -0.461919, 0.047354, 0.521851
17.080221, -0.423614, -0.447419, 0.043719, 0.541756
17.088221, -0.407741, -0.438982, 0.040180, 0.429216
17.096220, -0.391743, -0.422060, 0.036676, 0.301233
17.104219, -0.375627, -0.404323, 0.033365, 0.269704
17.112219, -0.359396, -0.385868, 0.030162, 0.395630
17.120218, -0.343055, -0.370887, 0.027151, 0.414554
17.128218, -0.326610, -0.350778, 0.024271, 0.138242
17.136217, -0.310065, -0.339057, 0.021548, 0.248280
17.144217, -0.293426, -0.323382, 0.018908, 0.241129
17.152216, -0.276698, -0.308905, 0.016436, 0.289673
17.160215, -0.259885, -0.288196, 0.014061, 0.042996
17.168215, -0.242994, -0.277219, 0.011817, 0.121605
17.176214, -0.226028, -0.257924, 0.009730, 0.367840
17.184214, -0.208993, -0.239876, 0.007702, -0.037235
17.192213, -0.191895, -0.222235, 0.005819, 0.411963
17.200212, -0.174738, -0.204259, 0.004067, 0.123377
17.208212, -0.157528, -0.187960, 0.002471, 0.338117
17.216211, -0.140270, -0.173172, 0.000971, -0.032350
17.224211, -0.122969, -0.153613, -0.000347, 0.151348
17.232210, -0.105631, -0.137267, -0.001439, 0.029608
17.240210, -0.088261, -0.119434, -0.002555, -0.392495
17.248209, -0.070864, -0.101074, -0.003407, -0.173959
17.256208, -0.053445, -0.082091, -0.004163, -0.118445
17.264208, -0.036010, -0.060712, -0.004738, -0.144594
17.272207, -0.018564, -0.041345, -0.005182, -0.170992
17.280207, -0.001112, -0.022698, -0.005447, -0.426548
17.288206, 0.016340, -0.011768, -0.005531, -0.489081
17.296206, 0.033787, -0.009251, -0.005626, 0.095887
17.304205, 0.051224, 0.043670, -0.005447, 0.588017
17.312204, 0.068645, 0.063180, -0.005146, 0.461915
17.320204, 0.086046, 0.070131, -0.004583, 0.946206
17.328203, 0.103420, 0.079575, -0.003970, 0.626864
17.336203, 0.120762, 0.091751, -0.003323, 0.577135
17.344202, 0.138068, 0.108145, -0.002507, 0.313807
17.352201, 0.155332, 0.123533, -0.001547, 0.411644
17.360201, 0.172548, 0.140694, -0.000515, 0.718032
17.368200, 0.189712, 0.156657, 0.000696, 0.475136
17.376200, 0.206818, 0.174849, 0.002075, 0.730726
17.384199, 0.223861, 0.190645, 0.003587, 0.609925
17.392199, 0.240836, 0.208142, 0.005207, 0.514602
17.400198, 0.257737, 0.223697, 0.006970, 0.704140
17.408197, 0.274560, 0.242081, 0.008830, 0.456237
17.416197, 0.291300, 0.257349, 0.010833, 0.340631
17.424196, 0.307951, 0.274318, 0.012957, 0.397961
17.432196, 0.324507, 0.291264, 0.015200, 0.028049
17.440195, 0.340965, 0.310151, 0.017528, -0.016308
17.448195, 0.357320, 0.329518, 0.020096, 0.224174
17.456194, 0.373565, 0.347422, 0.022759, 0.251039
17.464193, 0.389697, 0.365279, 0.025591, 0.288084
17.472193, 0.405709, 0.379564, 0.028566, 0.284454
17.480192, 0.421599, 0.393969, 0.031649, 0.245203
17.488192, 0.437360, 0.407679, 0.034901, 0.368739
17.496191, 0.452987, 0.427021, 0.038272, -0.046896
17.504190, 0.468477, 0.442817, 0.041739, 0.224140
17.512190, 0.483824, 0.460985, 0.045362, 0.337493
17.520189, 0.499023, 0.473688, 0.049045, 0.145641
17.528189, 0.514071, 0.487566, 0.052933, -0.056373
17.536188, 0.528962, 0.499957, 0.056868, -0.070205
17.544188, 0.543692, 0.519947, 0.060911, 0.162887
17.552187, 0.558256, 0.542286, 0.065158, 0.368641
17.560186, 0.572651, 0.552281, 0.069513, 0.335252
17.568186, 0.586870, 0.565391, 0.073976, -0.044105
17.576185, 0.600911, 0.578718, 0.078522, 0.090179
17.584185, 0.614770, 0.594872, 0.083189, -0.009596
17.592184, 0.628440, 0.609038, 0.088012, 0.190630
17.600183, 0.641920, 0.617930, 0.092907, 0.161881
17.608183, 0.655204, 0.630633, 0.097945, -0.111104
17.616182, 0.668288, 0.650743, 0.103104, -0.017968
17.624182, 0.681169, 0.662128, 0.108371, 0.176814
17.632181, 0.693842, 0.670996, 0.113638, 0.015446
17.640181, 0.706304, 0.683460, 0.119012, -0.054447
17.648180, 0.718551, 0.699950, 0.124507, -0.027804
17.656179, 0.730578, 0.717447, 0.130181, 0.207296
17.664179, 0.742384, 0.723847, 0.135975, -0.081599
17.672178, 0.753963, 0.732883, 0.141793, -0.238345
17.680178, 0.765313, 0.753400, 0.147743, -0.034053
17.688177, 0.776429, 0.759224, 0.153778, 0.088777
17.696177, 0.787309, 0.767589, 0.159896, -0.093696
17.704176, 0.797949, 0.782521, 0.166146, -0.113475
17.712175, 0.808347, 0.796351, 0.172336, 0.019225
17.720175, 0.818498, 0.801049, 0.178718, -0.300855
17.728174, 0.828399, 0.813105, 0.185136, -0.295500
17.736174, 0.838049, 0.826743, 0.191769, 0.060724
17.744173, 0.847443, 0.833934, 0.198463, -0.152824
17.752172, 0.856578, 0.843353, 0.205169, -0.366479
17.760172, 0.865453, 0.852006, 0.211934, -0.030887
17.768171, 0.874065, 0.859101, 0.218736, -0.087046
17.776171, 0.882410, 0.869815, 0.225657, -0.326413
17.784170, 0.890486, 0.878467, 0.232687, -0.016547
17.792170, 0.898292, 0.883237, 0.239704, -0.266265
17.800169, 0.905823, 0.892369, 0.246829, -0.368597
17.808168, 0.913079, 0.903994, 0.254050, 0.073236
17.816168, 0.920056, 0.909698, 0.261319, -0.288674
17.824167, 0.926754, 0.917871, 0.268624, -0.304821
17.832167, 0.933169, 0.926620, 0.276013, 0.004490
17.840166, 0.939299, 0.926836, 0.283366, -0.194951
17.848166, 0.945144, 0.939155, 0.290899, -0.206279
17.856165, 0.950701, 0.944117, 0.298443, -0.131233
17.864164, 0.955968, 0.940042, 0.305988, -0.381811
17.872164, 0.960944, 0.960008, 0.313521, -0.174716
17.880163, 0.965627, 0.960272, 0.321245, -0.201662
17.888163, 0.970017, 0.963100, 0.328813, -0.544081
17.896162, 0.974110, 0.971153, 0.336585, -0.093106
17.904161, 0.977907, 0.972232, 0.344406, -0.201723
17.912161, 0.981407, 0.977625, 0.352298, -0.330772
17.920160, 0.984607, 0.981843, 0.360070, -0.236116
17.928160, 0.987507, 0.977001, 0.367806, -0.370436
17.936159, 0.990107, 0.991407, 0.375650, -0.220004
17.944159, 0.992405, 0.990831, 0.383613, -0.283280
17.952158, 0.994401, 0.995697, 0.391541, -0.402615
17.960157, 0.996093, 0.995697, 0.399577, -0.145623
17.968157, 0.997483, 0.995241, 0.407552, -0.346497
17.976156, 0.998568, 0.999100, 0.415456, -0.257534
17.984156, 0.999350, 1.000778, 0.423407, -0.250043
17.992155, 0.999827, 0.994379, 0.431371, -0.619015
18.000154, 0.999999, 1.006579, 0.439934, -0.123395
18.008154, 0.999867, 1.001905, 0.448005, -0.314511
18.016153, 0.999431, 1.004661, 0.455980, -0.531138
18.024153, 0.998690, 1.003295, 0.463991, -0.188349
18.032152, 0.997644, 1.000874, 0.471966, -0.272897
18.040152, 0.996295, 1.004661, 0.480001, -0.250700
18.048151, 0.994643, 0.998477, 0.488048, -0.365915
18.056150, 0.992687, 0.992869, 0.496058, -0.547332
18.064150, 0.990429, 0.996512, 0.503961, -0.215101
18.072149, 0.987870, 0.990664, 0.511852, -0.544161
18.080149, 0.985009, 0.996608, 0.519778, -0.390102
18.088148, 0.981849, 0.990112, 0.527801, -0.210678
18.096148, 0.978389, 0.983665, 0.535703, -0.387362
18.104147, 0.974631, 0.984647, 0.543618, -0.218257
18.112146, 0.970577, 0.977888, 0.551448, -0.303521
18.120146, 0.966227, 0.974605, 0.559242, -0.419391
18.128145, 0.961583, 0.976091, 0.566989, -0.153826
18.136145, 0.956645, 0.962237, 0.574687, -0.524151
18.144144, 0.951417, 0.964945, 0.582433, -0.385870
18.152143, 0.945898, 0.958761, 0.590131, -0.252752
18.160143, 0.940092, 0.951092, 0.597793, -0.552045
18.168142, 0.933999, 0.946466, 0.605407, -0.235926
18.176142, 0.927621, 0.937645, 0.612913, -0.448870
18.184141, 0.920961, 0.931485, 0.620359, -0.438056
18.192141, 0.914021, 0.927842, 0.627793, -0.137370
18.200140, 0.906802, 0.918878, 0.635215, -0.574278
18.208139, 0.899307, 0.916649, 0.642540, -0.599239
18.216139, 0.891538, 0.908715, 0.649866, -0.212233
18.224138, 0.883497, 0.896683, 0.657084, -0.389890
18.232138, 0.875188, 0.894071, 0.664242, -0.435342
18.240137, 0.866612, 0.881895, 0.671316, -0.257042
18.248137, 0.857771, 0.868496, 0.678341, -0.500955
18.256136, 0.848670, 0.867250, 0.685260, -0.388858
18.264135, 0.839310, 0.860059, 0.692117, -0.225945
18.272135, 0.829694, 0.844001, 0.698951, -0.475069
18.280134, 0.819826, 0.843281, 0.705677, -0.566562
18.288134, 0.809708, 0.831345, 0.712355, -0.159623
18.296133, 0.799343, 0.816005, 0.718913, -0.281696
18.304132, 0.788735, 0.808120, 0.725399, -0.332604
18.312132, 0.777887, 0.800138, 0.731873, -0.236041
18.320131, 0.766802, 0.785901, 0.738202, -0.317525
18.328131, 0.755483, 0.774133, 0.744496, -0.383792
18.336130, 0.743934, 0.764761, 0.750622, -0.175405
18.344130, 0.732158, 0.752106, 0.756700, -0.267156
18.352129, 0.720160, 0.737389, 0.762562, -0.506434
18.360128, 0.707942, 0.734920, 0.768436, -0.318471
18.368128, 0.695508, 0.717759, 0.774299, -0.130546
18.376127, 0.682863, 0.705798, 0.780053, -0.359714
18.384127, 0.670009, 0.690147, 0.785615, -0.588899
18.392126, 0.656952, 0.681758, 0.791130, -0.228094
18.400126, 0.643694, 0.666898, 0.796464, -0.279282
18.408125, 0.630240, 0.650719, 0.801703, -0.391541
18.416124, 0.616595, 0.640317, 0.806821, -0.508878
18.424124, 0.602761, 0.632095, 0.811940, -0.061654
18.432123, 0.588744, 0.613160, 0.816962, -0.184109
18.440123, 0.574548, 0.598348, 0.821769, -0.286216
18.448122, 0.560177, 0.587682, 0.826516, -0.586711
18.456121, 0.545635, 0.576009, 0.831143, -0.276843
18.464121, 0.530926, 0.557146, 0.835674, -0.048343
18.472120, 0.516056, 0.540057, 0.840073, -0.206425
18.480120, 0.501029, 0.524717, 0.844401, -0.206821
18.488119, 0.485850, 0.512397, 0.848488, -0.400503
18.496119, 0.470522, 0.498975, 0.852552, -0.110966
18.504118, 0.455051, 0.484450, 0.856399, -0.132610
18.512117, 0.439441, 0.463525, 0.860199, -0.274281
18.520117, 0.423698, 0.446532, 0.863819, -0.217514
18.528116, 0.407825, 0.430017, 0.867343, -0.521792
18.536116, 0.391829, 0.419687, 0.870795, -0.108791
18.544115, 0.375713, 0.406385, 0.874079, -0.000869
18.552114, 0.359482, 0.389918, 0.877232, 0.010489
18.560114, 0.343142, 0.373955, 0.880228, -0.166237
18.568113, 0.326698, 0.356147, 0.883117, -0.271650
18.576113, 0.310154, 0.341981, 0.885910, -0.575339
18.584112, 0.293515, 0.321992, 0.888547, -0.543216
18.592112, 0.276787, 0.308545, 0.891064, -0.109146
18.600111, 0.259975, 0.293973, 0.893485, -0.036099
18.608110, 0.243083, 0.273072, 0.895715, -0.135886
18.616110, 0.226118, 0.255096, 0.897824, 0.191700
18.624109, 0.209084, 0.240163, 0.899826, -0.121462
18.632109, 0.191986, 0.218544, 0.901612, 0.023260
18.640108, 0.174829, 0.205385, 0.903350, -0.187953
18.648108, 0.157619, 0.185252, 0.904896, 0.089270
18.656107, 0.140362, 0.170463, 0.906250, -0.309874
18.664106, 0.123061, 0.152583, 0.907593, 0.135440
18.672106, 0.105723, 0.129597, 0.908695, -0.253279
18.680105, 0.088353, 0.121879, 0.909690, -0.097615
18.688105, 0.070956, 0.101146, 0.910589, 0.200586
18.696104, 0.053537, 0.082187, 0.911308, 0.315817
18.704103, 0.036102, 0.063875, 0.911884, 0.181935
18.712103, 0.018656, 0.045779, 0.912339, 0.165201
18.720102, 0.001204, 0.026293, 0.912662, 0.224876
18.728102, -0.016248, 0.014381, 0.912806, 0.432199
18.736101, -0.033695, 0.005177, 0.912795, -0.411049
18.744101, -0.051132, -0.039763, 0.912723, -0.736824
18.752100, -0.068553, -0.063276, 0.912375, -0.536780
18.760099, -0.085953, -0.068573, 0.911836, -0.759058
18.768099, -0.103327, -0.080653, 0.911236, -0.605092
18.776098, -0.120670, -0.092877, 0.910565, -0.624233
18.784098, -0.137976, -0.103951, 0.909762, -0.801192
18.792097, -0.155240, -0.122862, 0.908839, -0.551060
18.800097, -0.172457, -0.144146, 0.907796, -0.311249
18.808096, -0.189621, -0.156250, 0.906598, -0.559889
18.816095, -0.206727, -0.172069, 0.905280, -0.315292
18.824095, -0.223771, -0.189518, 0.903817, -0.213276
18.832094, -0.240746, -0.205960, 0.902223, -0.386078
18.840094, -0.257648, -0.225926, 0.900509, -0.157181
18.848093, -0.274471, -0.241841, 0.898579, -0.157338
18.856092, -0.291211, -0.260369, 0.896566, -0.152523
18.864092, -0.307862, -0.273791, 0.894432, -0.097013
18.872091, -0.324420, -0.296034, 0.892143, -0.331546
18.880091, -0.340878, -0.314825, 0.889710, -0.301718
18.888090, -0.357233, -0.329230, 0.887133, -0.216070
18.896090, -0.373479, -0.343180, 0.884448, -0.374707
18.904089, -0.389611, -0.359862, 0.881595, -0.380863
18.912088, -0.405625, -0.376640, 0.878695, -0.234544
18.920088, -0.421515, -0.395647, 0.875566, -0.073079
18.928087, -0.437276, -0.409572, 0.872438, 0.011979
18.936087, -0.452905, -0.432630, 0.869009, -0.126876
18.944086, -0.468395, -0.445309, 0.865522, -0.260746
18.952085, -0.483743, -0.456982, 0.861889, -0.216675
18.960085, -0.498943, -0.472801, 0.858209, -0.137108
18.968084, -0.513992, -0.488189, 0.854398, -0.103381
18.976084, -0.528883, -0.507843, 0.850442, -0.023985
18.984083, -0.543614, -0.518461, 0.846283, -0.396647
18.992083, -0.558179, -0.537684, 0.842039, -0.200729
19.000082, -0.572575, -0.549213, 0.837688, -0.019977
19.008081, -0.586795, -0.563426, 0.833229, -0.164660
19.016081, -0.600837, -0.575482, 0.828602, -0.115975
19.024080, -0.614696, -0.594753, 0.823987, -0.255399
19.032080, -0.628368, -0.604915, 0.819204, -0.211614
19.040079, -0.641849, -0.619584, 0.814229, 0.117098
19.048079, -0.655134, -0.634205, 0.809219, 0.161062
19.056078, -0.668219, -0.649377, 0.804136, -0.252648
19.064077, -0.681101, -0.657646, 0.798885, -0.213586
19.072077, -0.693775, -0.670757, 0.793671, 0.151110
19.080076, -0.706238, -0.687151, 0.788204, 0.063201
19.088076, -0.718486, -0.700933, 0.782618, -0.090735
19.096075, -0.730515, -0.709801, 0.776972, -0.107231
19.104074, -0.742322, -0.721378, 0.771194, 0.069643
19.112074, -0.753902, -0.733602, 0.765343, 0.068593
19.120073, -0.765253, -0.745251, 0.759469, -0.069690
19.128073, -0.776371, -0.755245, 0.753535, 0.117637
19.136072, -0.787252, -0.771256, 0.747493, 0.269472
19.144072, -0.797894, -0.785470, 0.741176, -0.092317
19.152071, -0.808292, -0.788777, 0.734834, -0.016601
19.160070, -0.818444, -0.796639, 0.728468, 0.201658
19.168070, -0.828347, -0.816629, 0.722030, -0.108994
19.176069, -0.837998, -0.822549, 0.715472, 0.104371
19.184069, -0.847393, -0.830602, 0.708902, 0.078762
19.192068, -0.856531, -0.844672, 0.702140, 0.002397
19.200068, -0.865407, -0.851335, 0.695438, 0.027838
19.208067, -0.874020, -0.861282, 0.688580, 0.246684
19.216066, -0.882366, -0.876813, 0.681663, 0.190943
19.224066, -0.890444, -0.878851, 0.674697, 0.018336
19.232065, -0.898251, -0.884052, 0.667551, 0.303577
19.240065, -0.905784, -0.903562, 0.660465, 0.049772
19.248064, -0.913041, -0.902100, 0.653307, 0.213155
19.256063, -0.920020, -0.908428, 0.646006, 0.142647
19.264063, -0.926719, -0.916793, 0.638668, 0.001024
